2018-12-04 23:36:41.532493  

 Train one epoch   1 / 100
2018-12-05 12:34:42.498653  [Epoch 64] Validation indivisual [1] class recall: 0.246660
2018-12-05 12:34:42.500283  [Epoch 64] Validation indivisual [1] class precision: 0.448161
2018-12-05 12:34:42.502028  [Epoch 64] Validation indivisual [2] class recall: 0.000000
2018-12-05 12:34:42.503930  [Epoch 64] Validation indivisual [2] class precision: 0.000000
2018-12-05 12:34:42.505696  

 Train one epoch  66 / 100
2018-12-05 12:45:52.673822  [Epoch 65] mean loss: 3.387529
2018-12-05 12:45:52.675579  [Epoch 65] heading rmse[deg]: 104.449559
2018-12-05 12:45:52.677340  [Epoch 65] class accuracy: 0.642112
2018-12-05 12:45:52.679070  [Epoch 65] avg class acc: 0.660301
2018-12-05 12:45:52.680878  [Epoch 65] indivisual [0] class recall: 0.441807
2018-12-05 12:45:52.682919  [Epoch 65] indivisual [0] class precision: 0.641709
2018-12-05 12:45:52.684704  [Epoch 65] indivisual [1] class recall: 0.819095
2018-12-05 12:45:52.686419  [Epoch 65] indivisual [1] class precision: 0.619695
2018-12-05 12:45:52.688219  [Epoch 65] indivisual [2] class recall: 0.720000
2018-12-05 12:45:52.689874  [Epoch 65] indivisual [2] class precision: 0.771061
2018-12-05 12:45:52.691559   Evaluation one (validation set) epoch  66 / 100
2018-12-05 12:46:39.024521  [Epoch 65] Validation mean loss: 4.680945
2018-12-05 12:46:39.026484  [Epoch 65] Validation heading rmse[deg]: 106.988065
2018-12-05 12:46:39.028303  [Epoch 65] Validation class accuracy: 0.444837
2018-12-05 12:46:39.030136  [Epoch 65] Validation avg class acc: 0.082641
2018-12-05 12:46:39.031856  [Epoch 65] Validation indivisual [0] class recall: 0.003359
2018-12-05 12:46:39.033530  [Epoch 65] Validation indivisual [0] class precision: 0.454286
2018-12-05 12:46:39.035132  [Epoch 65] Validation indivisual [1] class recall: 0.244313
2018-12-05 12:46:39.036601  [Epoch 65] Validation indivisual [1] class precision: 0.447750
2018-12-05 12:46:39.038036  [Epoch 65] Validation indivisual [2] class recall: 0.000250
2018-12-05 12:46:39.039647  [Epoch 65] Validation indivisual [2] class precision: 0.016043
2018-12-05 12:46:39.041208  

 Train one epoch  67 / 100
2018-12-05 12:57:49.146931  [Epoch 66] mean loss: 3.386976
2018-12-05 12:57:49.148813  [Epoch 66] heading rmse[deg]: 104.415080
2018-12-05 12:57:49.151611  [Epoch 66] class accuracy: 0.643524
2018-12-05 12:57:49.153436  [Epoch 66] avg class acc: 0.659144
2018-12-05 12:57:49.154986  [Epoch 66] indivisual [0] class recall: 0.445073
2018-12-05 12:57:49.156636  [Epoch 66] indivisual [0] class precision: 0.643741
2018-12-05 12:57:49.158229  [Epoch 66] indivisual [1] class recall: 0.821247
2018-12-05 12:57:49.159857  [Epoch 66] indivisual [1] class precision: 0.621492
2018-12-05 12:57:49.161466  [Epoch 66] indivisual [2] class recall: 0.711111
2018-12-05 12:57:49.162984  [Epoch 66] indivisual [2] class precision: 0.769786
2018-12-05 12:57:49.164465   Evaluation one (validation set) epoch  67 / 100
2018-12-05 12:58:35.534632  [Epoch 66] Validation mean loss: 10.138422
2018-12-05 12:58:35.536608  [Epoch 66] Validation heading rmse[deg]: 109.179814
2018-12-05 12:58:35.538398  [Epoch 66] Validation class accuracy: 0.451040
2018-12-05 12:58:35.540180  [Epoch 66] Validation avg class acc: 0.083840
2018-12-05 12:58:35.542077  [Epoch 66] Validation indivisual [0] class recall: 0.009507
2018-12-05 12:58:35.544079  [Epoch 66] Validation indivisual [0] class precision: 0.511364
2018-12-05 12:58:35.545878  [Epoch 66] Validation indivisual [1] class recall: 0.241763
2018-12-05 12:58:35.547587  [Epoch 66] Validation indivisual [1] class precision: 0.449750
2018-12-05 12:58:35.549296  [Epoch 66] Validation indivisual [2] class recall: 0.000250
2018-12-05 12:58:35.550954  [Epoch 66] Validation indivisual [2] class precision: 0.060000
2018-12-05 12:58:35.552597  

 Train one epoch  68 / 100
2018-12-05 13:09:46.117888  [Epoch 67] mean loss: 3.385621
2018-12-05 13:09:46.119845  [Epoch 67] heading rmse[deg]: 104.388576
2018-12-05 13:09:46.121630  [Epoch 67] class accuracy: 0.644725
2018-12-05 13:09:46.123377  [Epoch 67] avg class acc: 0.654881
2018-12-05 13:09:46.125073  [Epoch 67] indivisual [0] class recall: 0.452787
2018-12-05 13:09:46.126933  [Epoch 67] indivisual [0] class precision: 0.643912
2018-12-05 13:09:46.128870  [Epoch 67] indivisual [1] class recall: 0.821523
2018-12-05 13:09:46.130670  [Epoch 67] indivisual [1] class precision: 0.626212
2018-12-05 13:09:46.132544  [Epoch 67] indivisual [2] class recall: 0.690333
2018-12-05 13:09:46.134236  [Epoch 67] indivisual [2] class precision: 0.754005
2018-12-05 13:09:46.136100   Evaluation one (validation set) epoch  68 / 100
2018-12-05 13:10:32.705696  [Epoch 67] Validation mean loss: 7.726482
2018-12-05 13:10:32.707464  [Epoch 67] Validation heading rmse[deg]: 110.197088
2018-12-05 13:10:32.709134  [Epoch 67] Validation class accuracy: 0.452043
2018-12-05 13:10:32.710827  [Epoch 67] Validation avg class acc: 0.083962
2018-12-05 13:10:32.712491  [Epoch 67] Validation indivisual [0] class recall: 0.010268
2018-12-05 13:10:32.714077  [Epoch 67] Validation indivisual [0] class precision: 0.537017
2018-12-05 13:10:32.715654  [Epoch 67] Validation indivisual [1] class recall: 0.241619
2018-12-05 13:10:32.717119  [Epoch 67] Validation indivisual [1] class precision: 0.449709
2018-12-05 13:10:32.718544  [Epoch 67] Validation indivisual [2] class recall: 0.000000
2018-12-05 13:10:32.719975  [Epoch 67] Validation indivisual [2] class precision: 0.000000
2018-12-05 13:10:32.721373  

 Train one epoch  69 / 100
2018-12-05 13:21:47.434286  [Epoch 68] mean loss: 3.386342
2018-12-05 13:21:47.436161  [Epoch 68] heading rmse[deg]: 104.466814
2018-12-05 13:21:47.437868  [Epoch 68] class accuracy: 0.647957
2018-12-05 13:21:47.440056  [Epoch 68] avg class acc: 0.657612
2018-12-05 13:21:47.442141  [Epoch 68] indivisual [0] class recall: 0.452252
2018-12-05 13:21:47.443972  [Epoch 68] indivisual [0] class precision: 0.650049
2018-12-05 13:21:47.445740  [Epoch 68] indivisual [1] class recall: 0.828918
2018-12-05 13:21:47.447488  [Epoch 68] indivisual [1] class precision: 0.628294
2018-12-05 13:21:47.449304  [Epoch 68] indivisual [2] class recall: 0.691667
2018-12-05 13:21:47.450976  [Epoch 68] indivisual [2] class precision: 0.755828
2018-12-05 13:21:47.452697   Evaluation one (validation set) epoch  69 / 100
2018-12-05 13:22:34.104681  [Epoch 68] Validation mean loss: 6.019194
2018-12-05 13:22:34.106505  [Epoch 68] Validation heading rmse[deg]: 109.596310
2018-12-05 13:22:34.108411  [Epoch 68] Validation class accuracy: 0.445097
2018-12-05 13:22:34.110639  [Epoch 68] Validation avg class acc: 0.082748
2018-12-05 13:22:34.112680  [Epoch 68] Validation indivisual [0] class recall: 0.011790
2018-12-05 13:22:34.114471  [Epoch 68] Validation indivisual [0] class precision: 0.516667
2018-12-05 13:22:34.116307  [Epoch 68] Validation indivisual [1] class recall: 0.236205
2018-12-05 13:22:34.118030  [Epoch 68] Validation indivisual [1] class precision: 0.448339
2018-12-05 13:22:34.119786  [Epoch 68] Validation indivisual [2] class recall: 0.000250
2018-12-05 13:22:34.121500  [Epoch 68] Validation indivisual [2] class precision: 0.008197
2018-12-05 13:22:34.123079  

 Train one epoch  70 / 100
2018-12-05 13:33:48.583787  [Epoch 69] mean loss: 3.384263
2018-12-05 13:33:48.585692  [Epoch 69] heading rmse[deg]: 104.415342
2018-12-05 13:33:48.587683  [Epoch 69] class accuracy: 0.657615
2018-12-05 13:33:48.590023  [Epoch 69] avg class acc: 0.670377
2018-12-05 13:33:48.591950  [Epoch 69] indivisual [0] class recall: 0.459825
2018-12-05 13:33:48.593882  [Epoch 69] indivisual [0] class precision: 0.666136
2018-12-05 13:33:48.595748  [Epoch 69] indivisual [1] class recall: 0.837528
2018-12-05 13:33:48.597520  [Epoch 69] indivisual [1] class precision: 0.636070
2018-12-05 13:33:48.599087  [Epoch 69] indivisual [2] class recall: 0.713778
2018-12-05 13:33:48.600790  [Epoch 69] indivisual [2] class precision: 0.753725
2018-12-05 13:33:48.602402   Evaluation one (validation set) epoch  70 / 100
2018-12-05 13:34:35.213331  [Epoch 69] Validation mean loss: 5.616857
2018-12-05 13:34:35.215621  [Epoch 69] Validation heading rmse[deg]: 111.407938
2018-12-05 13:34:35.217603  [Epoch 69] Validation class accuracy: 0.454643
2018-12-05 13:34:35.219723  [Epoch 69] Validation avg class acc: 0.084464
2018-12-05 13:34:35.221448  [Epoch 69] Validation indivisual [0] class recall: 0.012338
2018-12-05 13:34:35.223171  [Epoch 69] Validation indivisual [0] class precision: 0.558317
2018-12-05 13:34:35.224968  [Epoch 69] Validation indivisual [1] class recall: 0.241055
2018-12-05 13:34:35.226662  [Epoch 69] Validation indivisual [1] class precision: 0.450766
2018-12-05 13:34:35.228457  [Epoch 69] Validation indivisual [2] class recall: 0.000000
2018-12-05 13:34:35.230185  [Epoch 69] Validation indivisual [2] class precision: 0.000000
2018-12-05 13:34:36.011442  Model saved in file: /home/gozilla/kyungpyo/git/MasterThesisProject/Network/notebook/train_log_20181204/model_2_out5_1/model.ckpt
2018-12-05 13:34:36.013202  

 Train one epoch  71 / 100
2018-12-05 13:45:47.962823  [Epoch 70] mean loss: 3.385383
2018-12-05 13:45:47.965220  [Epoch 70] heading rmse[deg]: 104.459937
2018-12-05 13:45:47.967227  [Epoch 70] class accuracy: 0.657962
2018-12-05 13:45:47.969192  [Epoch 70] avg class acc: 0.668280
2018-12-05 13:45:47.970940  [Epoch 70] indivisual [0] class recall: 0.465822
2018-12-05 13:45:47.972931  [Epoch 70] indivisual [0] class precision: 0.664471
2018-12-05 13:45:47.974687  [Epoch 70] indivisual [1] class recall: 0.834796
2018-12-05 13:45:47.976364  [Epoch 70] indivisual [1] class precision: 0.637617
2018-12-05 13:45:47.978059  [Epoch 70] indivisual [2] class recall: 0.704222
2018-12-05 13:45:47.979886  [Epoch 70] indivisual [2] class precision: 0.753447
2018-12-05 13:45:47.981756   Evaluation one (validation set) epoch  71 / 100
2018-12-05 13:46:34.441942  [Epoch 70] Validation mean loss: 5.340786
2018-12-05 13:46:34.443754  [Epoch 70] Validation heading rmse[deg]: 112.025579
2018-12-05 13:46:34.445404  [Epoch 70] Validation class accuracy: 0.452786
2018-12-05 13:46:34.446835  [Epoch 70] Validation avg class acc: 0.084154
2018-12-05 13:46:34.448294  [Epoch 70] Validation indivisual [0] class recall: 0.017409
2018-12-05 13:46:34.449879  [Epoch 70] Validation indivisual [0] class precision: 0.529223
2018-12-05 13:46:34.451271  [Epoch 70] Validation indivisual [1] class recall: 0.235052
2018-12-05 13:46:34.452665  [Epoch 70] Validation indivisual [1] class precision: 0.449174
2018-12-05 13:46:34.454056  [Epoch 70] Validation indivisual [2] class recall: 0.000000
2018-12-05 13:46:34.455436  [Epoch 70] Validation indivisual [2] class precision: 0.000000
2018-12-05 13:46:34.456764  

 Train one epoch  72 / 100
2018-12-05 13:57:44.862275  [Epoch 71] mean loss: 3.383268
2018-12-05 13:57:44.864532  [Epoch 71] heading rmse[deg]: 104.397796
2018-12-05 13:57:44.866522  [Epoch 71] class accuracy: 0.667472
2018-12-05 13:57:44.870225  [Epoch 71] avg class acc: 0.673007
2018-12-05 13:57:44.872210  [Epoch 71] indivisual [0] class recall: 0.482855
2018-12-05 13:57:44.874061  [Epoch 71] indivisual [0] class precision: 0.676435
2018-12-05 13:57:44.875958  [Epoch 71] indivisual [1] class recall: 0.841722
2018-12-05 13:57:44.877831  [Epoch 71] indivisual [1] class precision: 0.646449
2018-12-05 13:57:44.879630  [Epoch 71] indivisual [2] class recall: 0.694444
2018-12-05 13:57:44.881318  [Epoch 71] indivisual [2] class precision: 0.760526
2018-12-05 13:57:44.883031   Evaluation one (validation set) epoch  72 / 100
2018-12-05 13:58:31.360088  [Epoch 71] Validation mean loss: 5.317577
2018-12-05 13:58:31.362049  [Epoch 71] Validation heading rmse[deg]: 111.684317
2018-12-05 13:58:31.363920  [Epoch 71] Validation class accuracy: 0.446137
2018-12-05 13:58:31.365815  [Epoch 71] Validation avg class acc: 0.082880
2018-12-05 13:58:31.367607  [Epoch 71] Validation indivisual [0] class recall: 0.011324
2018-12-05 13:58:31.369301  [Epoch 71] Validation indivisual [0] class precision: 0.455782
2018-12-05 13:58:31.370881  [Epoch 71] Validation indivisual [1] class recall: 0.237316
2018-12-05 13:58:31.372392  [Epoch 71] Validation indivisual [1] class precision: 0.445696
2018-12-05 13:58:31.373994  [Epoch 71] Validation indivisual [2] class recall: 0.000000
2018-12-05 13:58:31.375621  

 Train one epoch  73 / 100
2018-12-05 14:09:42.143656  [Epoch 72] mean loss: 3.382967
2018-12-05 14:09:42.145765  [Epoch 72] heading rmse[deg]: 104.408969
2018-12-05 14:09:42.147991  [Epoch 72] class accuracy: 0.668450
2018-12-05 14:09:42.150059  [Epoch 72] avg class acc: 0.671197
2018-12-05 14:09:42.152023  [Epoch 72] indivisual [0] class recall: 0.494989
2018-12-05 14:09:42.153877  [Epoch 72] indivisual [0] class precision: 0.672763
2018-12-05 14:09:42.155880  [Epoch 72] indivisual [1] class recall: 0.834603
2018-12-05 14:09:42.157719  [Epoch 72] indivisual [1] class precision: 0.650200
2018-12-05 14:09:42.159566  [Epoch 72] indivisual [2] class recall: 0.684000
2018-12-05 14:09:42.161340  [Epoch 72] indivisual [2] class precision: 0.759250
2018-12-05 14:09:42.163023   Evaluation one (validation set) epoch  73 / 100
2018-12-05 14:10:28.627884  [Epoch 72] Validation mean loss: 9.649863
2018-12-05 14:10:28.632262  [Epoch 72] Validation heading rmse[deg]: 111.295057
2018-12-05 14:10:28.634071  [Epoch 72] Validation class accuracy: 0.451969
2018-12-05 14:10:28.635945  [Epoch 72] Validation avg class acc: 0.083985
2018-12-05 14:10:28.637684  [Epoch 72] Validation indivisual [0] class recall: 0.014577
2018-12-05 14:10:28.639389  [Epoch 72] Validation indivisual [0] class precision: 0.518407
2018-12-05 14:10:28.641072  [Epoch 72] Validation indivisual [1] class recall: 0.237378
2018-12-05 14:10:28.642639  [Epoch 72] Validation indivisual [1] class precision: 0.448513
2018-12-05 14:10:28.644241  [Epoch 72] Validation indivisual [2] class recall: 0.000000
2018-12-05 14:10:28.645861  

 Train one epoch  74 / 100
2018-12-05 14:21:39.107000  [Epoch 73] mean loss: 3.382049
2018-12-05 14:21:39.109006  [Epoch 73] heading rmse[deg]: 104.398160
2018-12-05 14:21:39.110751  [Epoch 73] class accuracy: 0.673997
2018-12-05 14:21:39.112910  [Epoch 73] avg class acc: 0.677701
2018-12-05 14:21:39.114633  [Epoch 73] indivisual [0] class recall: 0.501802
2018-12-05 14:21:39.116377  [Epoch 73] indivisual [0] class precision: 0.681372
2018-12-05 14:21:39.118079  [Epoch 73] indivisual [1] class recall: 0.837969
2018-12-05 14:21:39.119760  [Epoch 73] indivisual [1] class precision: 0.653202
2018-12-05 14:21:39.121399  [Epoch 73] indivisual [2] class recall: 0.693333
2018-12-05 14:21:39.122970  [Epoch 73] indivisual [2] class precision: 0.769420
2018-12-05 14:21:39.124585   Evaluation one (validation set) epoch  74 / 100
2018-12-05 14:22:25.539000  [Epoch 73] Validation mean loss: 10.168932
2018-12-05 14:22:25.540788  [Epoch 73] Validation heading rmse[deg]: 113.087729
2018-12-05 14:22:25.542429  [Epoch 73] Validation class accuracy: 0.453009
2018-12-05 14:22:25.544237  [Epoch 73] Validation avg class acc: 0.084137
2018-12-05 14:22:25.545832  [Epoch 73] Validation indivisual [0] class recall: 0.009127
2018-12-05 14:22:25.547707  [Epoch 73] Validation indivisual [0] class precision: 0.548223
2018-12-05 14:22:25.549647  [Epoch 73] Validation indivisual [1] class recall: 0.243283
2018-12-05 14:22:25.551362  [Epoch 73] Validation indivisual [1] class precision: 0.450258
2018-12-05 14:22:25.553163  [Epoch 73] Validation indivisual [2] class recall: 0.000000
2018-12-05 14:22:25.554906  [Epoch 73] Validation indivisual [2] class precision: 0.000000
2018-12-05 14:22:25.556636  

 Train one epoch  75 / 100
2018-12-05 14:33:36.229873  [Epoch 74] mean loss: 3.381036
2018-12-05 14:33:36.231917  [Epoch 74] heading rmse[deg]: 104.385679
2018-12-05 14:33:36.233768  [Epoch 74] class accuracy: 0.682293
2018-12-05 14:33:36.235790  [Epoch 74] avg class acc: 0.686169
2018-12-05 14:33:36.238126  [Epoch 74] indivisual [0] class recall: 0.517708
2018-12-05 14:33:36.240097  [Epoch 74] indivisual [0] class precision: 0.690200
2018-12-05 14:33:36.242027  [Epoch 74] indivisual [1] class recall: 0.838687
2018-12-05 14:33:36.243911  [Epoch 74] indivisual [1] class precision: 0.662107
2018-12-05 14:33:36.245669  [Epoch 74] indivisual [2] class recall: 0.702111
2018-12-05 14:33:36.247453  [Epoch 74] indivisual [2] class precision: 0.769484
2018-12-05 14:33:36.249384   Evaluation one (validation set) epoch  75 / 100
2018-12-05 14:34:22.617731  [Epoch 74] Validation mean loss: 6.598135
2018-12-05 14:34:22.619655  [Epoch 74] Validation heading rmse[deg]: 112.457097
2018-12-05 14:34:22.621322  [Epoch 74] Validation class accuracy: 0.450334
2018-12-05 14:34:22.622984  [Epoch 74] Validation avg class acc: 0.083624
2018-12-05 14:34:22.624671  [Epoch 74] Validation indivisual [0] class recall: 0.006592
2018-12-05 14:34:22.626289  [Epoch 74] Validation indivisual [0] class precision: 0.482226
2018-12-05 14:34:22.627946  [Epoch 74] Validation indivisual [1] class recall: 0.244281
2018-12-05 14:34:22.629560  [Epoch 74] Validation indivisual [1] class precision: 0.449549
2018-12-05 14:34:22.631178  [Epoch 74] Validation indivisual [2] class recall: 0.000000
2018-12-05 14:34:22.632717  

 Train one epoch  76 / 100
2018-12-05 14:45:33.012079  [Epoch 75] mean loss: 3.382341
2018-12-05 14:45:33.013718  [Epoch 75] heading rmse[deg]: 104.382245
2018-12-05 14:45:33.015123  [Epoch 75] class accuracy: 0.685500
2018-12-05 14:45:33.016587  [Epoch 75] avg class acc: 0.689863
2018-12-05 14:45:33.017953  [Epoch 75] indivisual [0] class recall: 0.526717
2018-12-05 14:45:33.019382  [Epoch 75] indivisual [0] class precision: 0.691415
2018-12-05 14:45:33.020800  [Epoch 75] indivisual [1] class recall: 0.835762
2018-12-05 14:45:33.022085  [Epoch 75] indivisual [1] class precision: 0.665086
2018-12-05 14:45:33.023430  [Epoch 75] indivisual [2] class recall: 0.707111
2018-12-05 14:45:33.024646  [Epoch 75] indivisual [2] class precision: 0.779806
2018-12-05 14:45:33.025860   Evaluation one (validation set) epoch  76 / 100
2018-12-05 14:46:19.346442  [Epoch 75] Validation mean loss: 7.117252
2018-12-05 14:46:19.348303  [Epoch 75] Validation heading rmse[deg]: 112.586139
2018-12-05 14:46:19.350193  [Epoch 75] Validation class accuracy: 0.450297
2018-12-05 14:46:19.352087  [Epoch 75] Validation avg class acc: 0.083575
2018-12-05 14:46:19.353794  [Epoch 75] Validation indivisual [0] class recall: 0.000972
2018-12-05 14:46:19.355565  [Epoch 75] Validation indivisual [0] class precision: 0.547619
2018-12-05 14:46:19.357253  [Epoch 75] Validation indivisual [1] class recall: 0.249752
2018-12-05 14:46:19.358820  [Epoch 75] Validation indivisual [1] class precision: 0.450093
2018-12-05 14:46:19.360382  [Epoch 75] Validation indivisual [2] class recall: 0.000000
2018-12-05 14:46:19.361890  [Epoch 75] Validation indivisual [2] class precision: 0.000000
2018-12-05 14:46:19.363472  

 Train one epoch  77 / 100
2018-12-05 14:57:29.280584  [Epoch 76] mean loss: 3.378579
2018-12-05 14:57:29.282506  [Epoch 76] heading rmse[deg]: 104.381872
2018-12-05 14:57:29.284334  [Epoch 76] class accuracy: 0.696261
2018-12-05 14:57:29.286457  [Epoch 76] avg class acc: 0.700052
2018-12-05 14:57:29.288584  [Epoch 76] indivisual [0] class recall: 0.551436
2018-12-05 14:57:29.290445  [Epoch 76] indivisual [0] class precision: 0.700386
2018-12-05 14:57:29.292214  [Epoch 76] indivisual [1] class recall: 0.833499
2018-12-05 14:57:29.294011  [Epoch 76] indivisual [1] class precision: 0.680101
2018-12-05 14:57:29.295818  [Epoch 76] indivisual [2] class recall: 0.715222
2018-12-05 14:57:29.297670  [Epoch 76] indivisual [2] class precision: 0.768138
2018-12-05 14:57:29.299483   Evaluation one (validation set) epoch  77 / 100
2018-12-05 14:58:15.611073  [Epoch 76] Validation mean loss: 5.599194
2018-12-05 14:58:15.613864  [Epoch 76] Validation heading rmse[deg]: 113.892588
2018-12-05 14:58:15.615833  [Epoch 76] Validation class accuracy: 0.450483
2018-12-05 14:58:15.618055  [Epoch 76] Validation avg class acc: 0.083610
2018-12-05 14:58:15.619967  [Epoch 76] Validation indivisual [0] class recall: 0.000676
2018-12-05 14:58:15.621807  [Epoch 76] Validation indivisual [0] class precision: 0.680851
2018-12-05 14:58:15.623532  [Epoch 76] Validation indivisual [1] class recall: 0.250155
2018-12-05 14:58:15.625259  [Epoch 76] Validation indivisual [1] class precision: 0.450080
2018-12-05 14:58:15.626869  [Epoch 76] Validation indivisual [2] class recall: 0.000000
2018-12-05 14:58:15.628510  

 Train one epoch  78 / 100
2018-12-05 15:09:25.391264  [Epoch 77] mean loss: 3.379821
2018-12-05 15:09:25.393145  [Epoch 77] heading rmse[deg]: 104.327956
2018-12-05 15:09:25.394918  [Epoch 77] class accuracy: 0.696471
2018-12-05 15:09:25.397374  [Epoch 77] avg class acc: 0.692687
2018-12-05 15:09:25.399270  [Epoch 77] indivisual [0] class recall: 0.563316
2018-12-05 15:09:25.401123  [Epoch 77] indivisual [0] class precision: 0.695167
2018-12-05 15:09:25.402857  [Epoch 77] indivisual [1] class recall: 0.829857
2018-12-05 15:09:25.404607  [Epoch 77] indivisual [1] class precision: 0.683205
2018-12-05 15:09:25.406276  [Epoch 77] indivisual [2] class recall: 0.684889
2018-12-05 15:09:25.408056  [Epoch 77] indivisual [2] class precision: 0.774566
2018-12-05 15:09:25.409828   Evaluation one (validation set) epoch  78 / 100
2018-12-05 15:10:11.731764  [Epoch 77] Validation mean loss: 4.435477
2018-12-05 15:10:11.734559  [Epoch 77] Validation heading rmse[deg]: 109.589442
2018-12-05 15:10:11.736377  [Epoch 77] Validation class accuracy: 0.449851
2018-12-05 15:10:11.738291  [Epoch 77] Validation avg class acc: 0.083488
2018-12-05 15:10:11.740049  [Epoch 77] Validation indivisual [0] class recall: 0.000000
2018-12-05 15:10:11.741899  [Epoch 77] Validation indivisual [1] class recall: 0.250465
2018-12-05 15:10:11.743859  [Epoch 77] Validation indivisual [1] class precision: 0.449851
2018-12-05 15:10:11.745696  [Epoch 77] Validation indivisual [2] class recall: 0.000000
2018-12-05 15:10:11.747392  

 Train one epoch  79 / 100
2018-12-05 15:21:21.928586  [Epoch 78] mean loss: 3.380089
2018-12-05 15:21:21.930469  [Epoch 78] heading rmse[deg]: 104.318533
2018-12-05 15:21:21.932405  [Epoch 78] class accuracy: 0.700421
2018-12-05 15:21:21.934417  [Epoch 78] avg class acc: 0.694604
2018-12-05 15:21:21.936439  [Epoch 78] indivisual [0] class recall: 0.569482
2018-12-05 15:21:21.938525  [Epoch 78] indivisual [0] class precision: 0.700658
2018-12-05 15:21:21.940590  [Epoch 78] indivisual [1] class recall: 0.833664
2018-12-05 15:21:21.942383  [Epoch 78] indivisual [1] class precision: 0.690607
2018-12-05 15:21:21.944254  [Epoch 78] indivisual [2] class recall: 0.680667
2018-12-05 15:21:21.946151  [Epoch 78] indivisual [2] class precision: 0.752303
2018-12-05 15:21:21.947952   Evaluation one (validation set) epoch  79 / 100
2018-12-05 15:22:08.342407  [Epoch 78] Validation mean loss: 5.288127
2018-12-05 15:22:08.344346  [Epoch 78] Validation heading rmse[deg]: 109.318942
2018-12-05 15:22:08.346081  [Epoch 78] Validation class accuracy: 0.449591
2018-12-05 15:22:08.348000  [Epoch 78] Validation avg class acc: 0.083487
2018-12-05 15:22:08.349820  [Epoch 78] Validation indivisual [0] class recall: 0.006739
2018-12-05 15:22:08.351585  [Epoch 78] Validation indivisual [0] class precision: 0.516181
2018-12-05 15:22:08.353360  [Epoch 78] Validation indivisual [1] class recall: 0.243723
2018-12-05 15:22:08.354971  [Epoch 78] Validation indivisual [1] class precision: 0.449377
2018-12-05 15:22:08.356507  [Epoch 78] Validation indivisual [2] class recall: 0.000000
2018-12-05 15:22:08.358040  [Epoch 78] Validation indivisual [2] class precision: 0.000000
2018-12-05 15:22:08.359630  

 Train one epoch  80 / 100
2018-12-05 15:33:18.149148  [Epoch 79] mean loss: 3.382385
2018-12-05 15:33:18.151260  [Epoch 79] heading rmse[deg]: 104.462988
2018-12-05 15:33:18.153415  [Epoch 79] class accuracy: 0.697350
2018-12-05 15:33:18.155492  [Epoch 79] avg class acc: 0.684985
2018-12-05 15:33:18.157340  [Epoch 79] indivisual [0] class recall: 0.579617
2018-12-05 15:33:18.159148  [Epoch 79] indivisual [0] class precision: 0.691058
2018-12-05 15:33:18.161284  [Epoch 79] indivisual [1] class recall: 0.824227
2018-12-05 15:33:18.163117  [Epoch 79] indivisual [1] class precision: 0.691483
2018-12-05 15:33:18.164908  [Epoch 79] indivisual [2] class recall: 0.651111
2018-12-05 15:33:18.166489  [Epoch 79] indivisual [2] class precision: 0.754086
2018-12-05 15:33:18.168207   Evaluation one (validation set) epoch  80 / 100
2018-12-05 15:34:04.650667  [Epoch 79] Validation mean loss: 5.105203
2018-12-05 15:34:04.652236  [Epoch 79] Validation heading rmse[deg]: 111.536282
2018-12-05 15:34:04.653899  [Epoch 79] Validation class accuracy: 0.450000
2018-12-05 15:34:04.655256  [Epoch 79] Validation avg class acc: 0.083509
2018-12-05 15:34:04.656631  [Epoch 79] Validation indivisual [0] class recall: 0.000000
2018-12-05 15:34:04.658097  [Epoch 79] Validation indivisual [1] class recall: 0.250527
2018-12-05 15:34:04.659373  [Epoch 79] Validation indivisual [1] class precision: 0.450000
2018-12-05 15:34:04.661207  [Epoch 79] Validation indivisual [2] class recall: 0.000000
2018-12-05 15:34:05.669480  Model saved in file: /home/gozilla/kyungpyo/git/MasterThesisProject/Network/notebook/train_log_20181204/model_2_out5_1/model.ckpt
2018-12-05 15:34:05.671105  

 Train one epoch  81 / 100
2018-12-05 15:45:15.705246  [Epoch 80] mean loss: 3.377804
2018-12-05 15:45:15.707109  [Epoch 80] heading rmse[deg]: 104.333099
2018-12-05 15:45:15.708856  [Epoch 80] class accuracy: 0.710054
2018-12-05 15:45:15.710697  [Epoch 80] avg class acc: 0.701970
2018-12-05 15:45:15.712470  [Epoch 80] indivisual [0] class recall: 0.596903
2018-12-05 15:45:15.714211  [Epoch 80] indivisual [0] class precision: 0.705276
2018-12-05 15:45:15.716063  [Epoch 80] indivisual [1] class recall: 0.828228
2018-12-05 15:45:15.717937  [Epoch 80] indivisual [1] class precision: 0.704743
2018-12-05 15:45:15.719660  [Epoch 80] indivisual [2] class recall: 0.680778
2018-12-05 15:45:15.721288  [Epoch 80] indivisual [2] class precision: 0.755673
2018-12-05 15:45:15.723108   Evaluation one (validation set) epoch  81 / 100
2018-12-05 15:46:02.047440  [Epoch 80] Validation mean loss: 4.826059
2018-12-05 15:46:02.049647  [Epoch 80] Validation heading rmse[deg]: 109.303726
2018-12-05 15:46:02.051343  [Epoch 80] Validation class accuracy: 0.449926
2018-12-05 15:46:02.053218  [Epoch 80] Validation avg class acc: 0.083497
2018-12-05 15:46:02.055071  [Epoch 80] Validation indivisual [0] class recall: 0.000000
2018-12-05 15:46:02.056955  [Epoch 80] Validation indivisual [0] class precision: 0.000000
